name,year,value,lastValue,rank
Bar Hill,1971,674,674,4
Bar Hill,1972,674,674,4
Bar Hill,1973,674,674,4
Bar Hill,1974,674,674,4
Bar Hill,1975,674,674,4
Bar Hill,1976,674,674,4
Bar Hill,1977,674,674,4
Bar Hill,1978,674,674,4
Bar Hill,1979,674,674,4
Bar Hill,1980,674,674,4
Bar Hill,1981,2434,674,4
Bar Hill,1982,2434,674,4
Bar Hill,1983,2434,674,4
Bar Hill,1984,2434,674,4
Bar Hill,1985,2434,674,4
Bar Hill,1986,2434,674,4
Bar Hill,1987,2434,674,4
Bar Hill,1988,2434,674,4
Bar Hill,1989,2434,674,4
Bar Hill,1990,2434,674,4
Bar Hill,1991,4285,2434,3
Bar Hill,1992,4285,2434,3
Bar Hill,1993,4285,2434,3
Bar Hill,1994,4285,2434,3
Bar Hill,1995,4285,2434,3
Bar Hill,1996,4285,2434,3
Bar Hill,1997,4285,2434,3
Bar Hill,1998,4285,2434,3
Bar Hill,1999,4285,2434,3
Bar Hill,2000,4285,2434,3
Bar Hill,2001,4233,4285,3
Bar Hill,2002,4233,4285,3
Bar Hill,2003,4233,4285,3
Bar Hill,2004,4233,4285,3
Bar Hill,2005,4233,4285,3
Bar Hill,2006,4233,4285,3
Bar Hill,2007,4233,4285,3
Bar Hill,2008,4233,4285,3
Bar Hill,2009,4233,4285,3
Bar Hill,2010,4233,4285,3
Bar Hill,2011,4233,4285,4
Bassingbourn-cum-Kneesworth,1801,948,948,1
Bassingbourn-cum-Kneesworth,1802,948,948,1
Bassingbourn-cum-Kneesworth,1803,948,948,1
Bassingbourn-cum-Kneesworth,1804,948,948,1
Bassingbourn-cum-Kneesworth,1805,948,948,1
Bassingbourn-cum-Kneesworth,1806,948,948,1
Bassingbourn-cum-Kneesworth,1807,948,948,1
Bassingbourn-cum-Kneesworth,1808,948,948,1
Bassingbourn-cum-Kneesworth,1809,948,948,1
Bassingbourn-cum-Kneesworth,1810,948,948,1
Bassingbourn-cum-Kneesworth,1811,982,948,1
Bassingbourn-cum-Kneesworth,1812,982,948,1
Bassingbourn-cum-Kneesworth,1813,982,948,1
Bassingbourn-cum-Kneesworth,1814,982,948,1
Bassingbourn-cum-Kneesworth,1815,982,948,1
Bassingbourn-cum-Kneesworth,1816,982,948,1
Bassingbourn-cum-Kneesworth,1817,982,948,1
Bassingbourn-cum-Kneesworth,1818,982,948,1
Bassingbourn-cum-Kneesworth,1819,982,948,1
Bassingbourn-cum-Kneesworth,1820,982,948,1
Bassingbourn-cum-Kneesworth,1821,1213,982,1
Bassingbourn-cum-Kneesworth,1822,1213,982,1
Bassingbourn-cum-Kneesworth,1823,1213,982,1
Bassingbourn-cum-Kneesworth,1824,1213,982,1
Bassingbourn-cum-Kneesworth,1825,1213,982,1
Bassingbourn-cum-Kneesworth,1826,1213,982,1
Bassingbourn-cum-Kneesworth,1827,1213,982,1
Bassingbourn-cum-Kneesworth,1828,1213,982,1
Bassingbourn-cum-Kneesworth,1829,1213,982,1
Bassingbourn-cum-Kneesworth,1830,1213,982,1
Bassingbourn-cum-Kneesworth,1831,1446,1213,1
Bassingbourn-cum-Kneesworth,1832,1446,1213,1
Bassingbourn-cum-Kneesworth,1833,1446,1213,1
Bassingbourn-cum-Kneesworth,1834,1446,1213,1
Bassingbourn-cum-Kneesworth,1835,1446,1213,1
Bassingbourn-cum-Kneesworth,1836,1446,1213,1
Bassingbourn-cum-Kneesworth,1837,1446,1213,1
Bassingbourn-cum-Kneesworth,1838,1446,1213,1
Bassingbourn-cum-Kneesworth,1839,1446,1213,1
Bassingbourn-cum-Kneesworth,1840,1446,1213,1
Bassingbourn-cum-Kneesworth,1841,1774,1446,1
Bassingbourn-cum-Kneesworth,1842,1774,1446,1
Bassingbourn-cum-Kneesworth,1843,1774,1446,1
Bassingbourn-cum-Kneesworth,1844,1774,1446,1
Bassingbourn-cum-Kneesworth,1845,1774,1446,1
Bassingbourn-cum-Kneesworth,1846,1774,1446,1
Bassingbourn-cum-Kneesworth,1847,1774,1446,1
Bassingbourn-cum-Kneesworth,1848,1774,1446,1
Bassingbourn-cum-Kneesworth,1849,1774,1446,1
Bassingbourn-cum-Kneesworth,1850,1774,1446,1
Bassingbourn-cum-Kneesworth,1851,2148,1774,1
Bassingbourn-cum-Kneesworth,1852,2148,1774,1
Bassingbourn-cum-Kneesworth,1853,2148,1774,1
Bassingbourn-cum-Kneesworth,1854,2148,1774,1
Bassingbourn-cum-Kneesworth,1855,2148,1774,1
Bassingbourn-cum-Kneesworth,1856,2148,1774,1
Bassingbourn-cum-Kneesworth,1857,2148,1774,1
Bassingbourn-cum-Kneesworth,1858,2148,1774,1
Bassingbourn-cum-Kneesworth,1859,2148,1774,1
Bassingbourn-cum-Kneesworth,1860,2148,1774,1
Bassingbourn-cum-Kneesworth,1861,2213,2148,1
Bassingbourn-cum-Kneesworth,1862,2213,2148,1
Bassingbourn-cum-Kneesworth,1863,2213,2148,1
Bassingbourn-cum-Kneesworth,1864,2213,2148,1
Bassingbourn-cum-Kneesworth,1865,2213,2148,1
Bassingbourn-cum-Kneesworth,1866,2213,2148,1
Bassingbourn-cum-Kneesworth,1867,2213,2148,1
Bassingbourn-cum-Kneesworth,1868,2213,2148,1
Bassingbourn-cum-Kneesworth,1869,2213,2148,1
Bassingbourn-cum-Kneesworth,1870,2213,2148,1
Bassingbourn-cum-Kneesworth,1871,2730,2213,1
Bassingbourn-cum-Kneesworth,1872,2730,2213,1
Bassingbourn-cum-Kneesworth,1873,2730,2213,1
Bassingbourn-cum-Kneesworth,1874,2730,2213,1
Bassingbourn-cum-Kneesworth,1875,2730,2213,1
Bassingbourn-cum-Kneesworth,1876,2730,2213,1
Bassingbourn-cum-Kneesworth,1877,2730,2213,1
Bassingbourn-cum-Kneesworth,1878,2730,2213,1
Bassingbourn-cum-Kneesworth,1879,2730,2213,1
Bassingbourn-cum-Kneesworth,1880,2730,2213,1
Bassingbourn-cum-Kneesworth,1881,2717,2730,1
Bassingbourn-cum-Kneesworth,1882,2717,2730,1
Bassingbourn-cum-Kneesworth,1883,2717,2730,1
Bassingbourn-cum-Kneesworth,1884,2717,2730,1
Bassingbourn-cum-Kneesworth,1885,2717,2730,1
Bassingbourn-cum-Kneesworth,1886,2717,2730,1
Bassingbourn-cum-Kneesworth,1887,2717,2730,1
Bassingbourn-cum-Kneesworth,1888,2717,2730,1
Bassingbourn-cum-Kneesworth,1889,2717,2730,1
Bassingbourn-cum-Kneesworth,1890,2717,2730,1
Bassingbourn-cum-Kneesworth,1891,2629,2717,1
Bassingbourn-cum-Kneesworth,1892,2629,2717,1
Bassingbourn-cum-Kneesworth,1893,2629,2717,1
Bassingbourn-cum-Kneesworth,1894,2629,2717,1
Bassingbourn-cum-Kneesworth,1895,2629,2717,1
Bassingbourn-cum-Kneesworth,1896,2629,2717,1
Bassingbourn-cum-Kneesworth,1897,2629,2717,1
Bassingbourn-cum-Kneesworth,1898,2629,2717,1
Bassingbourn-cum-Kneesworth,1899,2629,2717,1
Bassingbourn-cum-Kneesworth,1900,2629,2717,1
Bassingbourn-cum-Kneesworth,1901,1234,2629,2
Bassingbourn-cum-Kneesworth,1902,1234,2629,2
Bassingbourn-cum-Kneesworth,1903,1234,2629,2
Bassingbourn-cum-Kneesworth,1904,1234,2629,2
Bassingbourn-cum-Kneesworth,1905,1234,2629,2
Bassingbourn-cum-Kneesworth,1906,1234,2629,2
Bassingbourn-cum-Kneesworth,1907,1234,2629,2
Bassingbourn-cum-Kneesworth,1908,1234,2629,2
Bassingbourn-cum-Kneesworth,1909,1234,2629,2
Bassingbourn-cum-Kneesworth,1910,1234,2629,2
Bassingbourn-cum-Kneesworth,1911,1201,1234,2
Bassingbourn-cum-Kneesworth,1912,1201,1234,2
Bassingbourn-cum-Kneesworth,1913,1201,1234,2
Bassingbourn-cum-Kneesworth,1914,1201,1234,2
Bassingbourn-cum-Kneesworth,1915,1201,1234,2
Bassingbourn-cum-Kneesworth,1916,1201,1234,2
Bassingbourn-cum-Kneesworth,1917,1201,1234,2
Bassingbourn-cum-Kneesworth,1918,1201,1234,2
Bassingbourn-cum-Kneesworth,1919,1201,1234,2
Bassingbourn-cum-Kneesworth,1920,1201,1234,2
Bassingbourn-cum-Kneesworth,1921,1136,1201,2
Bassingbourn-cum-Kneesworth,1922,1136,1201,2
Bassingbourn-cum-Kneesworth,1923,1136,1201,2
Bassingbourn-cum-Kneesworth,1924,1136,1201,2
Bassingbourn-cum-Kneesworth,1925,1136,1201,2
Bassingbourn-cum-Kneesworth,1926,1136,1201,2
Bassingbourn-cum-Kneesworth,1927,1136,1201,2
Bassingbourn-cum-Kneesworth,1928,1136,1201,2
Bassingbourn-cum-Kneesworth,1929,1136,1201,2
Bassingbourn-cum-Kneesworth,1930,1136,1201,2
Bassingbourn-cum-Kneesworth,1931,1138,1136,2
Bassingbourn-cum-Kneesworth,1932,1138,1136,2
Bassingbourn-cum-Kneesworth,1933,1138,1136,2
Bassingbourn-cum-Kneesworth,1934,1138,1136,2
Bassingbourn-cum-Kneesworth,1935,1138,1136,2
Bassingbourn-cum-Kneesworth,1936,1138,1136,2
Bassingbourn-cum-Kneesworth,1937,1138,1136,2
Bassingbourn-cum-Kneesworth,1938,1138,1136,2
Bassingbourn-cum-Kneesworth,1939,1138,1136,2
Bassingbourn-cum-Kneesworth,1940,1138,1136,2
Bassingbourn-cum-Kneesworth,1941,1138,1136,2
Bassingbourn-cum-Kneesworth,1942,1138,1136,2
Bassingbourn-cum-Kneesworth,1943,1138,1136,2
Bassingbourn-cum-Kneesworth,1944,1138,1136,2
Bassingbourn-cum-Kneesworth,1945,1138,1136,2
Bassingbourn-cum-Kneesworth,1946,1138,1136,2
Bassingbourn-cum-Kneesworth,1947,1138,1136,2
Bassingbourn-cum-Kneesworth,1948,1138,1136,2
Bassingbourn-cum-Kneesworth,1949,1138,1136,2
Bassingbourn-cum-Kneesworth,1950,1138,1136,2
Bassingbourn-cum-Kneesworth,1951,2687,1138,1
Bassingbourn-cum-Kneesworth,1952,2687,1138,1
Bassingbourn-cum-Kneesworth,1953,2687,1138,1
Bassingbourn-cum-Kneesworth,1954,2687,1138,1
Bassingbourn-cum-Kneesworth,1955,2687,1138,1
Bassingbourn-cum-Kneesworth,1956,2687,1138,1
Bassingbourn-cum-Kneesworth,1957,2687,1138,1
Bassingbourn-cum-Kneesworth,1958,2687,1138,1
Bassingbourn-cum-Kneesworth,1959,2687,1138,1
Bassingbourn-cum-Kneesworth,1960,2687,1138,1
Bassingbourn-cum-Kneesworth,1961,2653,2687,3
Bassingbourn-cum-Kneesworth,1962,2653,2687,3
Bassingbourn-cum-Kneesworth,1963,2653,2687,3
Bassingbourn-cum-Kneesworth,1964,2653,2687,3
Bassingbourn-cum-Kneesworth,1965,2653,2687,3
Bassingbourn-cum-Kneesworth,1966,2653,2687,3
Bassingbourn-cum-Kneesworth,1967,2653,2687,3
Bassingbourn-cum-Kneesworth,1968,2653,2687,3
Bassingbourn-cum-Kneesworth,1969,2653,2687,3
Bassingbourn-cum-Kneesworth,1970,2653,2687,3
Bassingbourn-cum-Kneesworth,1971,3016,2653,3
Bassingbourn-cum-Kneesworth,1972,3016,2653,3
Bassingbourn-cum-Kneesworth,1973,3016,2653,3
Bassingbourn-cum-Kneesworth,1974,3016,2653,3
Bassingbourn-cum-Kneesworth,1975,3016,2653,3
Bassingbourn-cum-Kneesworth,1976,3016,2653,3
Bassingbourn-cum-Kneesworth,1977,3016,2653,3
Bassingbourn-cum-Kneesworth,1978,3016,2653,3
Bassingbourn-cum-Kneesworth,1979,3016,2653,3
Bassingbourn-cum-Kneesworth,1980,3016,2653,3
Bassingbourn-cum-Kneesworth,1981,4249,3016,3
Bassingbourn-cum-Kneesworth,1982,4249,3016,3
Bassingbourn-cum-Kneesworth,1983,4249,3016,3
Bassingbourn-cum-Kneesworth,1984,4249,3016,3
Bassingbourn-cum-Kneesworth,1985,4249,3016,3
Bassingbourn-cum-Kneesworth,1986,4249,3016,3
Bassingbourn-cum-Kneesworth,1987,4249,3016,3
Bassingbourn-cum-Kneesworth,1988,4249,3016,3
Bassingbourn-cum-Kneesworth,1989,4249,3016,3
Bassingbourn-cum-Kneesworth,1990,4249,3016,3
Bassingbourn-cum-Kneesworth,1991,3439,4249,4
Bassingbourn-cum-Kneesworth,1992,3439,4249,4
Bassingbourn-cum-Kneesworth,1993,3439,4249,4
Bassingbourn-cum-Kneesworth,1994,3439,4249,4
Bassingbourn-cum-Kneesworth,1995,3439,4249,4
Bassingbourn-cum-Kneesworth,1996,3439,4249,4
Bassingbourn-cum-Kneesworth,1997,3439,4249,4
Bassingbourn-cum-Kneesworth,1998,3439,4249,4
Bassingbourn-cum-Kneesworth,1999,3439,4249,4
Bassingbourn-cum-Kneesworth,2000,3439,4249,4
Bassingbourn-cum-Kneesworth,2001,4005,3439,4
Bassingbourn-cum-Kneesworth,2002,4005,3439,4
Bassingbourn-cum-Kneesworth,2003,4005,3439,4
Bassingbourn-cum-Kneesworth,2004,4005,3439,4
Bassingbourn-cum-Kneesworth,2005,4005,3439,4
Bassingbourn-cum-Kneesworth,2006,4005,3439,4
Bassingbourn-cum-Kneesworth,2007,4005,3439,4
Bassingbourn-cum-Kneesworth,2008,4005,3439,4
Bassingbourn-cum-Kneesworth,2009,4005,3439,4
Bassingbourn-cum-Kneesworth,2010,4005,3439,4
Bassingbourn-cum-Kneesworth,2011,3583,4005,5
Brampton,1801,780,780,2
Brampton,1802,780,780,2
Brampton,1803,780,780,2
Brampton,1804,780,780,2
Brampton,1805,780,780,2
Brampton,1806,780,780,2
Brampton,1807,780,780,2
Brampton,1808,780,780,2
Brampton,1809,780,780,2
Brampton,1810,780,780,2
Brampton,1811,809,780,2
Brampton,1812,809,780,2
Brampton,1813,809,780,2
Brampton,1814,809,780,2
Brampton,1815,809,780,2
Brampton,1816,809,780,2
Brampton,1817,809,780,2
Brampton,1818,809,780,2
Brampton,1819,809,780,2
Brampton,1820,809,780,2
Brampton,1821,1064,809,2
Brampton,1822,1064,809,2
Brampton,1823,1064,809,2
Brampton,1824,1064,809,2
Brampton,1825,1064,809,2
Brampton,1826,1064,809,2
Brampton,1827,1064,809,2
Brampton,1828,1064,809,2
Brampton,1829,1064,809,2
Brampton,1830,1064,809,2
Brampton,1831,1064,1064,2
Brampton,1832,1064,1064,2
Brampton,1833,1064,1064,2
Brampton,1834,1064,1064,2
Brampton,1835,1064,1064,2
Brampton,1836,1064,1064,2
Brampton,1837,1064,1064,2
Brampton,1838,1064,1064,2
Brampton,1839,1064,1064,2
Brampton,1840,1064,1064,2
Brampton,1841,1164,1064,3
Brampton,1842,1164,1064,3
Brampton,1843,1164,1064,3
Brampton,1844,1164,1064,3
Brampton,1845,1164,1064,3
Brampton,1846,1164,1064,3
Brampton,1847,1164,1064,3
Brampton,1848,1164,1064,3
Brampton,1849,1164,1064,3
Brampton,1850,1164,1064,3
Brampton,1851,1281,1164,3
Brampton,1852,1281,1164,3
Brampton,1853,1281,1164,3
Brampton,1854,1281,1164,3
Brampton,1855,1281,1164,3
Brampton,1856,1281,1164,3
Brampton,1857,1281,1164,3
Brampton,1858,1281,1164,3
Brampton,1859,1281,1164,3
Brampton,1860,1281,1164,3
Brampton,1861,1270,1281,3
Brampton,1862,1270,1281,3
Brampton,1863,1270,1281,3
Brampton,1864,1270,1281,3
Brampton,1865,1270,1281,3
Brampton,1866,1270,1281,3
Brampton,1867,1270,1281,3
Brampton,1868,1270,1281,3
Brampton,1869,1270,1281,3
Brampton,1870,1270,1281,3
Brampton,1871,1188,1270,3
Brampton,1872,1188,1270,3
Brampton,1873,1188,1270,3
Brampton,1874,1188,1270,3
Brampton,1875,1188,1270,3
Brampton,1876,1188,1270,3
Brampton,1877,1188,1270,3
Brampton,1878,1188,1270,3
Brampton,1879,1188,1270,3
Brampton,1880,1188,1270,3
Brampton,1881,1203,1188,3
Brampton,1882,1203,1188,3
Brampton,1883,1203,1188,3
Brampton,1884,1203,1188,3
Brampton,1885,1203,1188,3
Brampton,1886,1203,1188,3
Brampton,1887,1203,1188,3
Brampton,1888,1203,1188,3
Brampton,1889,1203,1188,3
Brampton,1890,1203,1188,3
Brampton,1891,1075,1203,3
Brampton,1892,1075,1203,3
Brampton,1893,1075,1203,3
Brampton,1894,1075,1203,3
Brampton,1895,1075,1203,3
Brampton,1896,1075,1203,3
Brampton,1897,1075,1203,3
Brampton,1898,1075,1203,3
Brampton,1899,1075,1203,3
Brampton,1900,1075,1203,3
Brampton,1901,1020,1075,3
Brampton,1902,1020,1075,3
Brampton,1903,1020,1075,3
Brampton,1904,1020,1075,3
Brampton,1905,1020,1075,3
Brampton,1906,1020,1075,3
Brampton,1907,1020,1075,3
Brampton,1908,1020,1075,3
Brampton,1909,1020,1075,3
Brampton,1910,1020,1075,3
Brampton,1911,895,1020,3
Brampton,1912,895,1020,3
Brampton,1913,895,1020,3
Brampton,1914,895,1020,3
Brampton,1915,895,1020,3
Brampton,1916,895,1020,3
Brampton,1917,895,1020,3
Brampton,1918,895,1020,3
Brampton,1919,895,1020,3
Brampton,1920,895,1020,3
Brampton,1921,930,895,3
Brampton,1922,930,895,3
Brampton,1923,930,895,3
Brampton,1924,930,895,3
Brampton,1925,930,895,3
Brampton,1926,930,895,3
Brampton,1927,930,895,3
Brampton,1928,930,895,3
Brampton,1929,930,895,3
Brampton,1930,930,895,3
Brampton,1931,1031,930,3
Brampton,1932,1031,930,3
Brampton,1933,1031,930,3
Brampton,1934,1031,930,3
Brampton,1935,1031,930,3
Brampton,1936,1031,930,3
Brampton,1937,1031,930,3
Brampton,1938,1031,930,3
Brampton,1939,1031,930,3
Brampton,1940,1031,930,3
Brampton,1941,1031,930,3
Brampton,1942,1031,930,3
Brampton,1943,1031,930,3
Brampton,1944,1031,930,3
Brampton,1945,1031,930,3
Brampton,1946,1031,930,3
Brampton,1947,1031,930,3
Brampton,1948,1031,930,3
Brampton,1949,1031,930,3
Brampton,1950,1031,930,3
Brampton,1951,1718,1031,3
Brampton,1952,1718,1031,3
Brampton,1953,1718,1031,3
Brampton,1954,1718,1031,3
Brampton,1955,1718,1031,3
Brampton,1956,1718,1031,3
Brampton,1957,1718,1031,3
Brampton,1958,1718,1031,3
Brampton,1959,1718,1031,3
Brampton,1960,1718,1031,3
Brampton,1961,3068,1718,1
Brampton,1962,3068,1718,1
Brampton,1963,3068,1718,1
Brampton,1964,3068,1718,1
Brampton,1965,3068,1718,1
Brampton,1966,3068,1718,1
Brampton,1967,3068,1718,1
Brampton,1968,3068,1718,1
Brampton,1969,3068,1718,1
Brampton,1970,3068,1718,1
Brampton,1971,4494,3068,1
Brampton,1972,4494,3068,1
Brampton,1973,4494,3068,1
Brampton,1974,4494,3068,1
Brampton,1975,4494,3068,1
Brampton,1976,4494,3068,1
Brampton,1977,4494,3068,1
Brampton,1978,4494,3068,1
Brampton,1979,4494,3068,1
Brampton,1980,4494,3068,1
Brampton,1981,4363,4494,1
Brampton,1982,4363,4494,1
Brampton,1983,4363,4494,1
Brampton,1984,4363,4494,1
Brampton,1985,4363,4494,1
Brampton,1986,4363,4494,1
Brampton,1987,4363,4494,1
Brampton,1988,4363,4494,1
Brampton,1989,4363,4494,1
Brampton,1990,4363,4494,1
Brampton,1991,4508,4363,2
Brampton,1992,4508,4363,2
Brampton,1993,4508,4363,2
Brampton,1994,4508,4363,2
Brampton,1995,4508,4363,2
Brampton,1996,4508,4363,2
Brampton,1997,4508,4363,2
Brampton,1998,4508,4363,2
Brampton,1999,4508,4363,2
Brampton,2000,4508,4363,2
Brampton,2001,5030,4508,2
Brampton,2002,5030,4508,2
Brampton,2003,5030,4508,2
Brampton,2004,5030,4508,2
Brampton,2005,5030,4508,2
Brampton,2006,5030,4508,2
Brampton,2007,5030,4508,2
Brampton,2008,5030,4508,2
Brampton,2009,5030,4508,2
Brampton,2010,5030,4508,2
Brampton,2011,4862,5030,3
Burwell,1841,1705,1705,2
Burwell,1842,1705,1705,2
Burwell,1843,1705,1705,2
Burwell,1844,1705,1705,2
Burwell,1845,1705,1705,2
Burwell,1846,1705,1705,2
Burwell,1847,1705,1705,2
Burwell,1848,1705,1705,2
Burwell,1849,1705,1705,2
Burwell,1850,1705,1705,2
Burwell,1851,2040,1705,2
Burwell,1852,2040,1705,2
Burwell,1853,2040,1705,2
Burwell,1854,2040,1705,2
Burwell,1855,2040,1705,2
Burwell,1856,2040,1705,2
Burwell,1857,2040,1705,2
Burwell,1858,2040,1705,2
Burwell,1859,2040,1705,2
Burwell,1860,2040,1705,2
Burwell,1861,1876,2040,2
Burwell,1862,1876,2040,2
Burwell,1863,1876,2040,2
Burwell,1864,1876,2040,2
Burwell,1865,1876,2040,2
Burwell,1866,1876,2040,2
Burwell,1867,1876,2040,2
Burwell,1868,1876,2040,2
Burwell,1869,1876,2040,2
Burwell,1870,1876,2040,2
Burwell,1871,2023,1876,2
Burwell,1872,2023,1876,2
Burwell,1873,2023,1876,2
Burwell,1874,2023,1876,2
Burwell,1875,2023,1876,2
Burwell,1876,2023,1876,2
Burwell,1877,2023,1876,2
Burwell,1878,2023,1876,2
Burwell,1879,2023,1876,2
Burwell,1880,2023,1876,2
Burwell,1881,2023,2023,2
Burwell,1882,2023,2023,2
Burwell,1883,2023,2023,2
Burwell,1884,2023,2023,2
Burwell,1885,2023,2023,2
Burwell,1886,2023,2023,2
Burwell,1887,2023,2023,2
Burwell,1888,2023,2023,2
Burwell,1889,2023,2023,2
Burwell,1890,2023,2023,2
Burwell,1891,2023,2023,2
Burwell,1892,2023,2023,2
Burwell,1893,2023,2023,2
Burwell,1894,2023,2023,2
Burwell,1895,2023,2023,2
Burwell,1896,2023,2023,2
Burwell,1897,2023,2023,2
Burwell,1898,2023,2023,2
Burwell,1899,2023,2023,2
Burwell,1900,2023,2023,2
Burwell,1901,2023,2023,1
Burwell,1902,2023,2023,1
Burwell,1903,2023,2023,1
Burwell,1904,2023,2023,1
Burwell,1905,2023,2023,1
Burwell,1906,2023,2023,1
Burwell,1907,2023,2023,1
Burwell,1908,2023,2023,1
Burwell,1909,2023,2023,1
Burwell,1910,2023,2023,1
Burwell,1911,2023,2023,1
Burwell,1912,2023,2023,1
Burwell,1913,2023,2023,1
Burwell,1914,2023,2023,1
Burwell,1915,2023,2023,1
Burwell,1916,2023,2023,1
Burwell,1917,2023,2023,1
Burwell,1918,2023,2023,1
Burwell,1919,2023,2023,1
Burwell,1920,2023,2023,1
Burwell,1921,2023,2023,1
Burwell,1922,2023,2023,1
Burwell,1923,2023,2023,1
Burwell,1924,2023,2023,1
Burwell,1925,2023,2023,1
Burwell,1926,2023,2023,1
Burwell,1927,2023,2023,1
Burwell,1928,2023,2023,1
Burwell,1929,2023,2023,1
Burwell,1930,2023,2023,1
Burwell,1931,2023,2023,1
Burwell,1932,2023,2023,1
Burwell,1933,2023,2023,1
Burwell,1934,2023,2023,1
Burwell,1935,2023,2023,1
Burwell,1936,2023,2023,1
Burwell,1937,2023,2023,1
Burwell,1938,2023,2023,1
Burwell,1939,2023,2023,1
Burwell,1940,2023,2023,1
Burwell,1941,2023,2023,1
Burwell,1942,2023,2023,1
Burwell,1943,2023,2023,1
Burwell,1944,2023,2023,1
Burwell,1945,2023,2023,1
Burwell,1946,2023,2023,1
Burwell,1947,2023,2023,1
Burwell,1948,2023,2023,1
Burwell,1949,2023,2023,1
Burwell,1950,2023,2023,1
Burwell,1951,2023,2023,2
Burwell,1952,2023,2023,2
Burwell,1953,2023,2023,2
Burwell,1954,2023,2023,2
Burwell,1955,2023,2023,2
Burwell,1956,2023,2023,2
Burwell,1957,2023,2023,2
Burwell,1958,2023,2023,2
Burwell,1959,2023,2023,2
Burwell,1960,2023,2023,2
Burwell,1961,2734,2023,2
Burwell,1962,2734,2023,2
Burwell,1963,2734,2023,2
Burwell,1964,2734,2023,2
Burwell,1965,2734,2023,2
Burwell,1966,2734,2023,2
Burwell,1967,2734,2023,2
Burwell,1968,2734,2023,2
Burwell,1969,2734,2023,2
Burwell,1970,2734,2023,2
Burwell,1971,4032,2734,2
Burwell,1972,4032,2734,2
Burwell,1973,4032,2734,2
Burwell,1974,4032,2734,2
Burwell,1975,4032,2734,2
Burwell,1976,4032,2734,2
Burwell,1977,4032,2734,2
Burwell,1978,4032,2734,2
Burwell,1979,4032,2734,2
Burwell,1980,4032,2734,2
Burwell,1981,4257,4032,2
Burwell,1982,4257,4032,2
Burwell,1983,4257,4032,2
Burwell,1984,4257,4032,2
Burwell,1985,4257,4032,2
Burwell,1986,4257,4032,2
Burwell,1987,4257,4032,2
Burwell,1988,4257,4032,2
Burwell,1989,4257,4032,2
Burwell,1990,4257,4032,2
Burwell,1991,4531,4257,1
Burwell,1992,4531,4257,1
Burwell,1993,4531,4257,1
Burwell,1994,4531,4257,1
Burwell,1995,4531,4257,1
Burwell,1996,4531,4257,1
Burwell,1997,4531,4257,1
Burwell,1998,4531,4257,1
Burwell,1999,4531,4257,1
Burwell,2000,4531,4257,1
Burwell,2001,5833,4531,1
Burwell,2002,5833,4531,1
Burwell,2003,5833,4531,1
Burwell,2004,5833,4531,1
Burwell,2005,5833,4531,1
Burwell,2006,5833,4531,1
Burwell,2007,5833,4531,1
Burwell,2008,5833,4531,1
Burwell,2009,5833,4531,1
Burwell,2010,5833,4531,1
Burwell,2011,6309,5833,2
Cambourne,2011,8186,8186,1
